creditLimit,amount,isCardPresent,merchantCategoryCode,transactionType,geoLocation,timeOfDay,isForeignTransaction,paymentDueInDays,lastPaymentAmount,isFlaggedFraud,availableCredit,isFraud
6141,2766,False,Utilities,Bill Payment,"Los Angeles, US",16:17,0,54,3052,0,3375,0
4951,2079,True,Utilities,Purchase,"Berlin, DE",17:47,0,33,3194,0,2872,0
15887,885,True,Electronics,Bill Payment,"Berlin, DE",04:57,0,17,3521,0,15002,0
2573,4287,True,Groceries,Cash Advance,"Los Angeles, US",13:42,0,42,3747,0,0,0
14359,3650,True,Groceries,Cash Advance,"London, UK",23:10,0,36,3897,0,10709,0
3768,4511,True,Travel,Bill Payment,"Los Angeles, US",12:33,0,5,6096,0,0,0
6302,3572,False,Groceries,Purchase,"London, UK",10:15,0,44,9990,0,2730,1
14746,3934,False,Travel,Cash Advance,"Chicago, US",18:38,0,24,9025,0,10812,1
2211,3667,False,Travel,Purchase,"Delhi, IN",04:47,0,16,557,0,0,1
16445,1722,False,Travel,Cash Advance,"New York, US",18:23,0,58,1789,0,14723,0
16815,375,False,Clothing,Bill Payment,"Berlin, DE",15:28,0,15,2868,0,16440,0
2160,558,True,Electronics,Bill Payment,"London, UK",01:32,0,54,154,0,1602,0
8041,1281,True,Fuel,Purchase,"Chicago, US",23:03,0,54,5912,0,6760,0
19767,3424,False,Groceries,Bill Payment,"Delhi, IN",21:59,0,55,7179,0,16343,1
11846,1129,True,Groceries,Purchase,"Chicago, US",16:52,0,28,187,0,10717,0
6876,1361,True,Electronics,Purchase,"New York, US",08:01,1,0,2064,0,5515,1
13889,3598,True,Electronics,Cash Advance,"Berlin, DE",12:12,0,59,9566,0,10291,0
14882,1101,False,Travel,Cash Advance,"Los Angeles, US",08:35,0,44,7797,0,13781,0
15738,1535,True,Travel,Bill Payment,"Los Angeles, US",05:13,0,41,9087,0,14203,0
2095,2626,True,Clothing,Purchase,"Chicago, US",07:59,0,44,4236,0,0,0
6901,4128,False,Clothing,Cash Advance,"New York, US",08:31,0,19,2862,0,2773,1
9215,1632,False,Pharmacy,Bill Payment,"Chicago, US",22:15,0,25,9961,0,7583,0
13911,58,True,Fuel,Bill Payment,"Los Angeles, US",04:48,0,20,6274,0,13853,0
15123,1128,True,Groceries,Cash Advance,"Chicago, US",12:34,0,49,3017,0,13995,0
2079,312,False,Electronics,Bill Payment,"Delhi, IN",07:51,0,49,8081,0,1767,0
13510,3718,False,Fuel,Cash Advance,"New York, US",08:11,0,26,6652,0,9792,1
19344,2002,True,Groceries,Purchase,"Los Angeles, US",20:48,0,35,1187,0,17342,0
2473,2738,True,Fuel,Bill Payment,"Berlin, DE",19:07,0,34,1915,0,0,0
5888,3878,False,Pharmacy,Purchase,"Berlin, DE",13:17,0,15,987,0,2010,1
5979,2283,True,Fuel,Cash Advance,"Chicago, US",10:26,0,28,6576,0,3696,0
2212,3184,False,Utilities,Purchase,"New York, US",12:54,0,6,7844,0,0,1
10001,1432,False,Travel,Cash Advance,"Chicago, US",02:35,0,6,9545,0,8569,0
14248,3126,False,Fuel,Bill Payment,"Los Angeles, US",05:42,0,33,9185,0,11122,1
1419,4898,True,Travel,Bill Payment,"New York, US",15:37,0,47,8981,0,0,0
16608,4335,True,Groceries,Bill Payment,"Los Angeles, US",20:17,0,4,2708,0,12273,0
4659,1776,False,Clothing,Purchase,"Delhi, IN",20:30,0,52,8681,0,2883,0
6283,1319,False,Groceries,Purchase,"Delhi, IN",00:59,0,7,3968,0,4964,0
11715,4208,False,Pharmacy,Purchase,"Berlin, DE",09:12,0,7,9611,0,7507,1
17165,3160,False,Travel,Cash Advance,"London, UK",16:59,1,42,3834,0,14005,1
2340,1329,True,Clothing,Bill Payment,"New York, US",05:13,0,28,7,0,1011,0
15805,4386,False,Utilities,Purchase,"Delhi, IN",00:47,0,51,2930,0,11419,1
11584,3975,False,Restaurants,Cash Advance,"London, UK",13:09,0,9,8964,0,7609,1
15780,4678,False,Clothing,Purchase,"Berlin, DE",20:31,0,0,5247,0,11102,1
6137,4466,True,Fuel,Cash Advance,"New York, US",15:28,0,37,818,0,1671,0
18745,220,False,Pharmacy,Bill Payment,"Los Angeles, US",20:47,0,27,1006,0,18525,0
1591,3303,False,Pharmacy,Purchase,"Chicago, US",05:59,0,6,5036,0,0,1
1526,2867,False,Groceries,Bill Payment,"Chicago, US",00:35,0,16,7074,0,0,0
8855,1897,False,Utilities,Purchase,"Los Angeles, US",15:26,0,55,543,0,6958,0
11695,4445,False,Fuel,Cash Advance,"Delhi, IN",16:58,0,47,6549,0,7250,1
2292,2303,True,Utilities,Bill Payment,"Chicago, US",06:35,0,45,2096,0,0,0
19038,4548,True,Clothing,Purchase,"Los Angeles, US",23:52,0,56,4091,0,14490,0
17571,4185,True,Restaurants,Purchase,"London, UK",02:56,1,23,778,0,13386,1
9625,4967,False,Fuel,Bill Payment,"London, UK",07:30,0,34,5702,0,4658,1
7431,3727,False,Restaurants,Cash Advance,"Los Angeles, US",21:55,0,8,2115,0,3704,1
16926,2043,True,Electronics,Bill Payment,"New York, US",06:29,0,41,8359,0,14883,0
12704,523,False,Restaurants,Purchase,"Delhi, IN",00:58,0,2,2977,0,12181,0
1437,2708,True,Groceries,Bill Payment,"Delhi, IN",08:14,0,43,1898,0,0,0
11780,2999,False,Clothing,Bill Payment,"Los Angeles, US",12:39,0,3,2151,0,8781,0
18216,3922,True,Travel,Cash Advance,"Chicago, US",11:16,0,31,725,0,14294,0
9988,910,True,Travel,Cash Advance,"Berlin, DE",06:36,0,43,6461,0,9078,0
9953,4538,False,Pharmacy,Bill Payment,"Delhi, IN",12:03,0,53,2725,0,5415,1
6794,4134,False,Fuel,Cash Advance,"Delhi, IN",07:06,0,54,8733,0,2660,1
4574,1881,True,Clothing,Cash Advance,"London, UK",01:30,0,12,7199,0,2693,0
17301,3280,True,Pharmacy,Purchase,"London, UK",02:05,0,23,5235,0,14021,0
1684,4306,False,Utilities,Cash Advance,"London, UK",18:18,0,6,1432,0,0,1
5233,2561,True,Electronics,Bill Payment,"Berlin, DE",04:14,1,18,6649,0,2672,1
17961,3073,False,Pharmacy,Bill Payment,"Delhi, IN",14:58,0,58,7766,0,14888,1
13997,3827,True,Fuel,Purchase,"Delhi, IN",22:25,0,26,1547,0,10170,0
9007,4477,False,Restaurants,Purchase,"Berlin, DE",16:39,0,49,4360,0,4530,1
17611,2876,False,Travel,Purchase,"Delhi, IN",10:54,0,26,9596,0,14735,0
3328,2907,False,Restaurants,Bill Payment,"Chicago, US",17:44,0,17,2980,0,421,0
10019,4490,True,Travel,Bill Payment,"Chicago, US",05:16,0,29,272,0,5529,0
17814,4492,False,Pharmacy,Cash Advance,"Chicago, US",18:25,0,27,8098,0,13322,1
10255,545,False,Travel,Purchase,"New York, US",06:20,0,28,6642,0,9710,0
19093,3098,False,Travel,Cash Advance,"Delhi, IN",07:30,0,8,5102,0,15995,1
6782,3626,True,Pharmacy,Cash Advance,"Berlin, DE",21:58,0,38,368,0,3156,0
2234,3506,False,Clothing,Bill Payment,"Delhi, IN",21:10,0,38,6109,0,0,1
6205,1085,False,Utilities,Cash Advance,"Berlin, DE",17:25,1,20,8568,0,5120,1
2420,553,False,Pharmacy,Purchase,"Los Angeles, US",22:06,0,44,1083,0,1867,0
18152,1154,False,Utilities,Purchase,"Los Angeles, US",21:02,0,37,771,0,16998,0
10596,3939,False,Utilities,Bill Payment,"New York, US",11:08,0,6,7619,0,6657,1
5355,2246,True,Groceries,Bill Payment,"Los Angeles, US",23:28,0,44,2007,0,3109,0
18922,1687,False,Pharmacy,Bill Payment,"Chicago, US",12:06,0,24,3970,0,17235,0
18715,694,False,Clothing,Purchase,"New York, US",14:54,0,25,5256,0,18021,0
9261,3791,True,Restaurants,Bill Payment,"New York, US",21:45,0,51,6922,0,5470,0
14765,498,True,Utilities,Purchase,"New York, US",07:41,0,5,8159,1,14267,1
6944,2096,True,Clothing,Cash Advance,"London, UK",17:57,0,48,9715,0,4848,0
8126,613,True,Utilities,Bill Payment,"Los Angeles, US",01:50,0,54,1278,0,7513,0
17864,3968,False,Fuel,Bill Payment,"Delhi, IN",14:16,0,19,6631,0,13896,1
6263,376,True,Electronics,Bill Payment,"London, UK",12:17,0,17,9564,0,5887,0
16300,806,False,Fuel,Purchase,"Berlin, DE",18:23,0,19,737,0,15494,0
3793,921,True,Clothing,Cash Advance,"Chicago, US",08:44,0,39,3439,0,2872,0
3892,4971,True,Restaurants,Bill Payment,"London, UK",16:28,0,17,5217,0,0,0
2198,3605,False,Electronics,Cash Advance,"Chicago, US",06:27,0,46,9492,0,0,1
19756,1444,True,Fuel,Bill Payment,"Delhi, IN",19:36,0,0,4120,0,18312,0
19276,1546,True,Electronics,Purchase,"Delhi, IN",11:14,0,32,5693,0,17730,0
2883,1211,False,Restaurants,Cash Advance,"Los Angeles, US",08:32,0,38,9811,0,1672,0
1797,2081,True,Travel,Cash Advance,"Berlin, DE",16:23,0,47,3780,0,0,0
9209,4688,True,Restaurants,Bill Payment,"London, UK",06:47,0,22,2472,0,4521,0
9235,2149,True,Utilities,Cash Advance,"Delhi, IN",09:55,0,51,7096,0,7086,0
17538,1509,False,Groceries,Purchase,"Chicago, US",19:03,0,13,7402,1,16029,1
16257,914,False,Electronics,Cash Advance,"Delhi, IN",19:13,0,27,4743,0,15343,0
9050,2781,False,Restaurants,Cash Advance,"Los Angeles, US",08:36,0,20,6269,0,6269,0
6947,390,False,Travel,Cash Advance,"Chicago, US",18:34,0,43,6751,0,6557,0
10617,4050,False,Pharmacy,Cash Advance,"New York, US",08:13,0,36,6982,0,6567,1
2892,4256,True,Travel,Bill Payment,"Berlin, DE",11:06,0,6,549,0,0,0
4424,4988,False,Restaurants,Bill Payment,"Los Angeles, US",05:49,0,11,3219,0,0,1
10450,3626,True,Fuel,Cash Advance,"Los Angeles, US",04:45,1,50,1530,0,6824,1
14418,1071,False,Restaurants,Cash Advance,"New York, US",12:12,0,36,2126,0,13347,0
3015,4792,True,Travel,Purchase,"Berlin, DE",22:32,0,38,6118,0,0,0
5833,4854,False,Pharmacy,Bill Payment,"Delhi, IN",19:33,0,27,4635,0,979,1
10894,2571,False,Restaurants,Bill Payment,"Los Angeles, US",07:45,0,58,4574,0,8323,0
16942,3738,True,Groceries,Bill Payment,"New York, US",12:36,0,6,9959,0,13204,0
10065,2780,True,Fuel,Cash Advance,"Berlin, DE",23:57,0,44,8304,0,7285,0
1565,339,True,Restaurants,Bill Payment,"New York, US",11:12,0,56,5810,0,1226,0
8412,1977,True,Travel,Purchase,"Berlin, DE",05:37,0,51,2839,0,6435,0
19402,3437,False,Restaurants,Purchase,"Los Angeles, US",04:00,0,16,7393,0,15965,1
11077,795,True,Utilities,Purchase,"London, UK",06:19,0,36,5192,1,10282,1
11315,1723,True,Restaurants,Purchase,"Los Angeles, US",09:28,0,13,6582,0,9592,0
13834,3220,False,Electronics,Purchase,"Berlin, DE",15:17,0,42,3075,0,10614,1
3314,899,True,Restaurants,Bill Payment,"London, UK",15:41,0,51,2791,0,2415,0
5412,103,True,Pharmacy,Cash Advance,"Delhi, IN",13:47,0,50,57,0,5309,0
4883,2860,True,Groceries,Cash Advance,"New York, US",20:44,0,54,7948,0,2023,0
12384,4189,False,Travel,Cash Advance,"Chicago, US",05:56,0,56,1756,0,8195,1
11051,1448,True,Clothing,Cash Advance,"Los Angeles, US",20:57,0,3,6298,0,9603,0
9216,4215,False,Electronics,Bill Payment,"Chicago, US",09:00,0,21,6253,0,5001,1
12695,2033,True,Clothing,Bill Payment,"Delhi, IN",22:16,0,48,8550,0,10662,0
8902,4033,False,Restaurants,Bill Payment,"Los Angeles, US",07:44,0,16,6009,0,4869,1
14187,3061,False,Utilities,Purchase,"Chicago, US",22:09,0,34,763,0,11126,1
18573,1535,True,Fuel,Cash Advance,"Delhi, IN",17:20,0,45,5312,0,17038,0
13288,2848,True,Groceries,Bill Payment,"London, UK",05:54,0,52,6998,0,10440,0
15210,3210,True,Groceries,Bill Payment,"Delhi, IN",08:40,0,31,528,0,12000,0
7884,4571,True,Utilities,Bill Payment,"Los Angeles, US",07:24,0,37,2446,0,3313,0
11559,3464,True,Groceries,Cash Advance,"Berlin, DE",14:44,0,56,1929,0,8095,0
19125,435,True,Utilities,Cash Advance,"Berlin, DE",17:05,0,30,6095,0,18690,0
4688,1258,False,Electronics,Purchase,"Berlin, DE",00:04,1,24,2276,0,3430,1
15114,55,False,Utilities,Purchase,"Los Angeles, US",07:09,0,9,2971,0,15059,0
6369,931,True,Pharmacy,Purchase,"Los Angeles, US",08:52,0,58,4386,0,5438,0
12938,2800,False,Utilities,Cash Advance,"Delhi, IN",12:12,0,48,6602,0,10138,0
5023,312,True,Restaurants,Purchase,"Los Angeles, US",16:55,0,1,2102,0,4711,0
16982,957,True,Groceries,Purchase,"Delhi, IN",04:11,1,26,1743,0,16025,0
18100,4084,False,Restaurants,Bill Payment,"Berlin, DE",00:19,0,11,7731,0,14016,1
4967,4853,True,Fuel,Cash Advance,"New York, US",07:58,0,55,9638,0,114,0
8423,2513,False,Utilities,Purchase,"New York, US",13:31,0,52,6897,0,5910,0
7450,1264,True,Restaurants,Purchase,"New York, US",03:50,0,15,9686,0,6186,0
13213,2748,False,Clothing,Cash Advance,"Chicago, US",09:53,0,15,5819,0,10465,0
4215,2783,True,Restaurants,Purchase,"New York, US",20:01,0,2,9671,0,1432,0
1390,1094,False,Restaurants,Cash Advance,"New York, US",14:06,1,24,7489,0,296,1
1232,2787,False,Utilities,Cash Advance,"Delhi, IN",09:37,1,17,439,0,0,1
8634,2816,True,Pharmacy,Cash Advance,"Delhi, IN",15:46,0,38,4185,0,5818,0
12498,3764,True,Travel,Purchase,"Berlin, DE",07:31,0,41,167,0,8734,0
11916,4036,False,Clothing,Purchase,"Los Angeles, US",02:42,0,39,2450,0,7880,1
1233,4840,True,Electronics,Purchase,"Los Angeles, US",23:59,1,31,7136,0,0,1
2391,2324,True,Utilities,Cash Advance,"Los Angeles, US",07:12,0,59,7030,0,67,0
12084,233,True,Restaurants,Purchase,"Berlin, DE",03:29,0,49,9779,0,11851,0
10447,2102,True,Groceries,Bill Payment,"Delhi, IN",17:56,0,48,5475,0,8345,0
15184,4353,True,Utilities,Cash Advance,"Delhi, IN",15:21,0,2,9511,0,10831,0
12882,2029,True,Pharmacy,Purchase,"New York, US",20:26,0,7,1733,0,10853,0
15838,1930,False,Travel,Cash Advance,"London, UK",16:07,0,51,3377,0,13908,0
18273,1459,False,Restaurants,Purchase,"Delhi, IN",00:03,0,4,6802,0,16814,0
8902,1649,True,Travel,Cash Advance,"Berlin, DE",12:17,1,56,7953,0,7253,1
13879,408,False,Electronics,Bill Payment,"London, UK",05:20,0,19,3482,0,13471,0
18129,3341,True,Utilities,Cash Advance,"Delhi, IN",02:04,0,43,7776,0,14788,0
10911,1978,False,Travel,Cash Advance,"Berlin, DE",05:52,0,24,9308,0,8933,0
1427,2414,True,Groceries,Cash Advance,"Delhi, IN",07:29,0,5,9032,0,0,0
1731,4938,True,Restaurants,Purchase,"Chicago, US",22:13,0,27,1835,0,0,0
1799,1761,True,Groceries,Cash Advance,"London, UK",06:50,0,22,5181,0,38,0
8025,3598,False,Utilities,Purchase,"Chicago, US",02:48,0,23,1457,0,4427,1
15481,1379,True,Utilities,Cash Advance,"New York, US",09:38,1,9,5940,0,14102,1
8624,621,True,Pharmacy,Purchase,"Chicago, US",12:38,0,9,9574,0,8003,0
15961,930,False,Fuel,Purchase,"Chicago, US",23:21,1,32,2506,0,15031,0
19922,975,False,Travel,Purchase,"Berlin, DE",04:33,0,8,2101,0,18947,0
9232,4488,True,Travel,Purchase,"New York, US",23:36,0,17,7917,0,4744,0
4367,4448,False,Travel,Cash Advance,"London, UK",19:30,0,2,2758,0,0,1
14262,2854,False,Clothing,Cash Advance,"Los Angeles, US",06:27,0,32,8526,0,11408,0
6229,1690,True,Utilities,Purchase,"Delhi, IN",15:18,0,9,357,0,4539,0
19799,4672,True,Utilities,Purchase,"Berlin, DE",07:11,0,26,6571,0,15127,0
14747,4619,True,Electronics,Purchase,"London, UK",10:53,0,34,6442,0,10128,0
5261,726,True,Clothing,Bill Payment,"New York, US",17:17,0,17,3839,0,4535,0
4466,162,False,Groceries,Bill Payment,"Chicago, US",08:29,0,6,6814,0,4304,0
14785,659,True,Utilities,Cash Advance,"Los Angeles, US",03:36,0,6,899,0,14126,0
4088,2898,True,Fuel,Bill Payment,"Chicago, US",11:06,0,21,332,0,1190,0
14015,4620,True,Pharmacy,Bill Payment,"Delhi, IN",10:06,0,9,806,0,9395,0
2115,4100,False,Electronics,Purchase,"New York, US",20:37,0,59,2141,0,0,1
5578,2543,True,Electronics,Purchase,"Los Angeles, US",10:05,0,26,18,0,3035,0
3590,1579,True,Restaurants,Bill Payment,"London, UK",09:59,0,44,7363,0,2011,0
8372,3995,True,Utilities,Bill Payment,"London, UK",00:03,0,3,2112,0,4377,0
4573,1075,False,Fuel,Bill Payment,"New York, US",06:30,0,11,2855,0,3498,0
3978,3206,True,Utilities,Purchase,"New York, US",09:02,0,2,1227,0,772,0
11639,4045,True,Travel,Cash Advance,"Berlin, DE",10:18,0,54,4819,0,7594,0
10422,3434,True,Clothing,Bill Payment,"Chicago, US",08:47,0,47,2032,0,6988,0
11858,878,True,Pharmacy,Cash Advance,"Los Angeles, US",04:57,0,42,3830,0,10980,0
5975,1092,False,Pharmacy,Cash Advance,"Delhi, IN",02:44,0,2,3563,0,4883,0
5925,3060,False,Travel,Bill Payment,"New York, US",03:16,0,24,6655,1,2865,1
11786,1675,True,Utilities,Cash Advance,"Los Angeles, US",22:52,0,25,9627,0,10111,0
15716,1609,False,Restaurants,Purchase,"Berlin, DE",18:31,0,39,3307,1,14107,1
2995,2827,False,Clothing,Bill Payment,"New York, US",00:31,1,6,1712,1,168,1
14844,1218,True,Travel,Bill Payment,"New York, US",17:18,1,45,8796,0,13626,1
4891,3053,True,Pharmacy,Bill Payment,"London, UK",01:53,1,33,3240,0,1838,1
16522,314,False,Groceries,Bill Payment,"Los Angeles, US",17:29,0,9,2156,0,16208,0
8145,730,True,Pharmacy,Purchase,"London, UK",14:51,0,2,8348,0,7415,0
9498,4040,True,Travel,Purchase,"Berlin, DE",08:13,0,55,1664,0,5458,0
10554,384,True,Utilities,Cash Advance,"London, UK",07:11,0,27,7458,0,10170,0
3102,1813,True,Pharmacy,Bill Payment,"Berlin, DE",17:55,0,10,1735,0,1289,0
4030,2325,False,Clothing,Bill Payment,"Los Angeles, US",23:47,0,50,2181,0,1705,0
9524,3430,True,Groceries,Cash Advance,"Berlin, DE",09:35,0,31,4750,0,6094,0
9107,2746,False,Restaurants,Purchase,"Berlin, DE",00:13,1,7,3484,0,6361,1
17626,1865,True,Pharmacy,Bill Payment,"London, UK",17:27,0,19,8150,0,15761,0
19268,3292,True,Restaurants,Cash Advance,"Chicago, US",09:00,0,4,1114,0,15976,0
15935,4847,False,Groceries,Purchase,"Delhi, IN",02:18,1,40,7785,0,11088,1
10624,228,False,Clothing,Cash Advance,"Delhi, IN",09:02,0,12,7771,0,10396,0
16823,2065,False,Clothing,Cash Advance,"Chicago, US",11:37,1,10,3839,0,14758,1
8863,12,False,Travel,Purchase,"New York, US",07:19,0,57,6689,0,8851,0
4109,1523,True,Pharmacy,Bill Payment,"London, UK",02:23,0,33,6386,0,2586,0
19570,692,True,Restaurants,Purchase,"Delhi, IN",12:07,0,43,2444,0,18878,0
13482,3706,False,Restaurants,Bill Payment,"Los Angeles, US",18:40,0,2,6026,0,9776,1
2550,1740,True,Pharmacy,Purchase,"Berlin, DE",08:18,0,14,8369,0,810,0
1646,1526,True,Groceries,Bill Payment,"Berlin, DE",19:45,0,59,6676,0,120,0
14407,70,True,Restaurants,Bill Payment,"New York, US",23:35,0,59,7739,0,14337,0
13700,2249,False,Utilities,Cash Advance,"Delhi, IN",14:30,0,32,6188,0,11451,0
1537,3124,False,Travel,Cash Advance,"London, UK",18:46,0,55,6697,0,0,1
15166,4725,False,Restaurants,Bill Payment,"Delhi, IN",16:45,0,59,6046,0,10441,1
7572,3331,False,Pharmacy,Purchase,"London, UK",03:19,0,42,4478,0,4241,1
1234,1288,False,Pharmacy,Bill Payment,"New York, US",02:40,0,56,707,0,0,0
15067,576,False,Groceries,Purchase,"Berlin, DE",05:34,0,9,6950,0,14491,0
10696,2173,False,Travel,Bill Payment,"Chicago, US",13:48,0,56,7397,0,8523,0
15150,4955,True,Fuel,Purchase,"Berlin, DE",03:01,0,2,17,0,10195,0
18758,745,True,Groceries,Cash Advance,"London, UK",22:45,0,45,3689,0,18013,0
2909,2528,False,Pharmacy,Purchase,"London, UK",00:21,0,52,6306,0,381,0
13150,3074,True,Fuel,Cash Advance,"New York, US",15:42,0,47,5151,0,10076,0
1080,4211,True,Pharmacy,Purchase,"New York, US",06:42,0,40,121,0,0,0
3083,4577,False,Restaurants,Cash Advance,"Los Angeles, US",08:09,0,13,2486,0,0,1
14378,1025,True,Travel,Purchase,"Berlin, DE",23:56,0,52,9610,0,13353,0
16217,942,True,Restaurants,Bill Payment,"Berlin, DE",16:10,0,32,734,0,15275,0
19074,768,False,Travel,Purchase,"New York, US",14:17,0,32,9637,0,18306,0
18140,2439,False,Electronics,Cash Advance,"Delhi, IN",11:07,0,35,6269,0,15701,0
3670,834,True,Restaurants,Cash Advance,"London, UK",20:13,0,22,7827,0,2836,0
4751,2191,False,Restaurants,Purchase,"Chicago, US",07:44,0,54,2407,0,2560,0
12744,628,False,Restaurants,Bill Payment,"New York, US",12:41,0,54,9866,0,12116,0
6261,377,True,Clothing,Purchase,"London, UK",22:40,0,53,6849,0,5884,0
15691,3887,False,Groceries,Purchase,"Chicago, US",03:46,0,0,7526,0,11804,1
7852,90,True,Clothing,Cash Advance,"Los Angeles, US",20:36,0,26,6871,0,7762,0
2494,2856,False,Travel,Bill Payment,"Delhi, IN",05:46,0,50,7005,0,0,0
18285,1066,True,Travel,Bill Payment,"Los Angeles, US",22:48,0,31,4132,0,17219,0
1672,1059,False,Travel,Bill Payment,"New York, US",19:23,0,20,6533,0,613,0
9630,3060,True,Groceries,Bill Payment,"Delhi, IN",16:04,0,43,437,0,6570,0
11268,4073,False,Travel,Purchase,"Los Angeles, US",19:22,0,19,7664,0,7195,1
1444,2601,True,Clothing,Bill Payment,"London, UK",06:56,0,26,174,0,0,0
10157,4220,False,Utilities,Bill Payment,"New York, US",06:25,0,35,9698,0,5937,1
12982,2105,True,Clothing,Bill Payment,"Berlin, DE",21:20,0,40,3374,0,10877,0
9655,2854,False,Utilities,Cash Advance,"Los Angeles, US",20:20,0,31,6424,0,6801,0
19582,2656,True,Restaurants,Cash Advance,"Delhi, IN",20:17,0,38,8611,0,16926,0
3287,1516,True,Fuel,Cash Advance,"Delhi, IN",09:27,0,56,8182,0,1771,0
12957,3018,False,Utilities,Bill Payment,"Berlin, DE",18:49,0,28,3049,1,9939,1
5008,4148,False,Electronics,Purchase,"Chicago, US",18:58,0,45,4025,0,860,1
12696,1574,True,Pharmacy,Purchase,"Delhi, IN",16:06,0,22,3882,0,11122,0
10104,2537,False,Travel,Cash Advance,"Delhi, IN",18:59,0,57,7446,0,7567,0
1496,3927,True,Groceries,Cash Advance,"New York, US",16:39,0,34,7232,0,0,0
2463,2053,True,Utilities,Bill Payment,"Delhi, IN",22:20,1,14,2364,0,410,1
13459,3797,True,Groceries,Cash Advance,"Chicago, US",00:53,0,42,6473,0,9662,0
17877,632,True,Travel,Cash Advance,"Delhi, IN",15:15,0,9,9816,0,17245,0
18810,1862,True,Fuel,Cash Advance,"Chicago, US",14:49,0,51,4181,0,16948,0
10884,3953,True,Clothing,Cash Advance,"London, UK",09:19,0,14,7406,0,6931,0
19177,1233,False,Travel,Purchase,"Chicago, US",17:06,0,24,9415,0,17944,0
3723,2265,True,Groceries,Bill Payment,"New York, US",12:00,0,16,2623,0,1458,0
18042,2048,True,Electronics,Purchase,"Los Angeles, US",22:26,0,50,6004,0,15994,0
5761,536,True,Fuel,Cash Advance,"Berlin, DE",04:12,0,30,4299,0,5225,0
8630,3534,True,Pharmacy,Bill Payment,"Los Angeles, US",18:39,0,10,550,0,5096,0
17375,4826,True,Travel,Bill Payment,"London, UK",22:52,0,19,3723,0,12549,0
9741,3098,False,Utilities,Purchase,"New York, US",11:30,0,30,2095,0,6643,1
5350,1276,False,Electronics,Purchase,"London, UK",06:25,0,15,1842,0,4074,0
1207,3074,True,Pharmacy,Cash Advance,"London, UK",00:03,0,35,6535,0,0,0
5190,1026,True,Travel,Purchase,"Delhi, IN",06:12,0,38,5327,0,4164,0
2883,2052,True,Fuel,Cash Advance,"Delhi, IN",02:51,0,10,8675,0,831,0
3886,3622,False,Groceries,Cash Advance,"New York, US",12:30,0,19,2943,0,264,1
17861,4564,False,Clothing,Cash Advance,"Los Angeles, US",04:37,0,25,2667,0,13297,1
9953,201,True,Utilities,Bill Payment,"Chicago, US",05:44,1,55,9283,0,9752,0
9381,4404,False,Clothing,Bill Payment,"Delhi, IN",02:54,0,48,1121,0,4977,1
14795,3324,True,Fuel,Purchase,"New York, US",08:34,0,50,2017,0,11471,0
18139,3359,True,Pharmacy,Purchase,"New York, US",14:09,0,25,7788,0,14780,0
10638,2972,False,Pharmacy,Bill Payment,"Los Angeles, US",10:29,0,41,601,0,7666,0
5931,4979,False,Restaurants,Purchase,"New York, US",15:46,1,46,3146,0,952,1
10855,586,False,Clothing,Cash Advance,"Berlin, DE",01:35,0,5,1052,0,10269,0
6724,3346,False,Travel,Cash Advance,"New York, US",08:54,1,44,6973,1,3378,1
13420,3855,False,Electronics,Bill Payment,"Los Angeles, US",09:59,0,34,522,0,9565,1
5060,4605,True,Electronics,Purchase,"Delhi, IN",05:28,0,7,6216,0,455,0
5765,3425,False,Utilities,Purchase,"Los Angeles, US",06:10,0,6,2265,0,2340,1
7553,4101,True,Clothing,Bill Payment,"London, UK",04:55,0,36,4213,0,3452,0
8378,360,False,Fuel,Cash Advance,"Delhi, IN",04:47,0,49,1210,0,8018,0
19073,3670,True,Utilities,Cash Advance,"London, UK",14:19,1,58,4351,0,15403,1
18700,4310,False,Fuel,Purchase,"New York, US",11:59,0,52,8404,0,14390,1
8130,3478,False,Fuel,Bill Payment,"London, UK",12:03,0,15,4167,0,4652,1
4186,4659,True,Electronics,Bill Payment,"Los Angeles, US",00:16,0,8,1833,0,0,0
6789,2813,False,Groceries,Cash Advance,"Los Angeles, US",01:47,0,10,2870,0,3976,0
17122,45,True,Electronics,Cash Advance,"Chicago, US",03:35,0,20,3025,0,17077,0
18529,2751,False,Groceries,Purchase,"Berlin, DE",06:20,0,59,1285,0,15778,0
8942,634,True,Utilities,Bill Payment,"New York, US",14:21,0,50,9492,0,8308,0
8548,1211,True,Utilities,Purchase,"Los Angeles, US",13:26,0,45,8175,0,7337,0
17944,1750,False,Utilities,Purchase,"Delhi, IN",19:00,0,6,8951,0,16194,0
19296,3242,False,Fuel,Bill Payment,"Los Angeles, US",23:47,0,11,2479,0,16054,1
19248,2769,False,Pharmacy,Bill Payment,"Delhi, IN",03:39,0,50,209,0,16479,0
1296,594,False,Restaurants,Cash Advance,"New York, US",11:04,0,39,9084,0,702,0
3409,1425,False,Electronics,Bill Payment,"Berlin, DE",15:17,0,20,1242,0,1984,0
2461,1927,True,Pharmacy,Purchase,"Chicago, US",17:40,0,4,4012,0,534,0
3268,857,False,Fuel,Purchase,"Chicago, US",11:11,0,5,1978,0,2411,0
18378,552,False,Electronics,Bill Payment,"London, UK",09:24,0,42,5899,0,17826,0
7554,4139,True,Fuel,Purchase,"Los Angeles, US",23:57,0,25,3155,0,3415,0
